symbol,class,tissue_type,TPM,organ,kinase_percentile
PIP5K1C,Dark,Adipose - Subcutaneous,31.405,adipose_tissue,77
PKDCC,Light,Adipose - Subcutaneous,96.99,adipose_tissue,97
PKMYT1,Dark,Adipose - Subcutaneous,0.578,adipose_tissue,15
PKN1,Light,Adipose - Subcutaneous,99.2,adipose_tissue,98
PKN2,Light,Adipose - Subcutaneous,25.015,adipose_tissue,71
PKN3,Dark,Adipose - Subcutaneous,26.465,adipose_tissue,73
PLK1,Light,Adipose - Subcutaneous,2.182,adipose_tissue,24
PLK2,Light,Adipose - Subcutaneous,36.825,adipose_tissue,81
PLK3,Light,Adipose - Subcutaneous,18.45,adipose_tissue,63
PLK4,Light,Adipose - Subcutaneous,1.418,adipose_tissue,21
PNCK,Dark,Adipose - Subcutaneous,0.4213,adipose_tissue,13
POMK,Dark,Adipose - Subcutaneous,1.2995,adipose_tissue,20
PRKAA1,Light,Adipose - Subcutaneous,57.085,adipose_tissue,92
PRKAA2,Light,Adipose - Subcutaneous,2.557,adipose_tissue,25
PRKACA,Light,Adipose - Subcutaneous,73.26,adipose_tissue,95
PRKACB,Dark,Adipose - Subcutaneous,10.47,adipose_tissue,45
PRKACG,Dark,Adipose - Subcutaneous,0,adipose_tissue,0
PRKCA,Light,Adipose - Subcutaneous,4.2175,adipose_tissue,30
PRKCB,Light,Adipose - Subcutaneous,1.8745,adipose_tissue,22
PRKCD,Light,Adipose - Subcutaneous,51.575,adipose_tissue,89
PRKCE,Light,Adipose - Subcutaneous,4.58,adipose_tissue,31
PRKCG,Light,Adipose - Subcutaneous,0.07713,adipose_tissue,5
PRKCH,Light,Adipose - Subcutaneous,20.635,adipose_tissue,65
PRKCI,Light,Adipose - Subcutaneous,12.885,adipose_tissue,51
PRKCQ,Dark,Adipose - Subcutaneous,0.7068,adipose_tissue,16
PRKCZ,Light,Adipose - Subcutaneous,0.3152,adipose_tissue,11
PRKD1,Light,Adipose - Subcutaneous,10.035,adipose_tissue,45
PRKD2,Light,Adipose - Subcutaneous,41.785,adipose_tissue,84
PRKD3,Light,Adipose - Subcutaneous,23.475,adipose_tissue,68
PRKDC,Light,Adipose - Subcutaneous,22.14,adipose_tissue,67
PRKG1,Light,Adipose - Subcutaneous,7.1665,adipose_tissue,38
PRKG2,Light,Adipose - Subcutaneous,1.1525,adipose_tissue,19
PRKX,Light,Adipose - Subcutaneous,8.061,adipose_tissue,40
PRKY,Light,Adipose - Subcutaneous,9.184,adipose_tissue,43
PRPF4B,Dark,Adipose - Subcutaneous,37.56,adipose_tissue,82
PSKH1,Dark,Adipose - Subcutaneous,23.74,adipose_tissue,69
PSKH2,Dark,Adipose - Subcutaneous,0,adipose_tissue,0
PTK2,Light,Adipose - Subcutaneous,25.65,adipose_tissue,72
PTK2B,Light,Adipose - Subcutaneous,15.47,adipose_tissue,56.00000000000001
PTK6,Light,Adipose - Subcutaneous,0.95955,adipose_tissue,18
PTK7,Light,Adipose - Subcutaneous,4.482,adipose_tissue,31
PXK,Dark,Adipose - Subcutaneous,17.4,adipose_tissue,61
RAF1,Light,Adipose - Subcutaneous,85.955,adipose_tissue,97
RET,Light,Adipose - Subcutaneous,1.0375,adipose_tissue,19
RIOK1,Dark,Adipose - Subcutaneous,22.115,adipose_tissue,67
RIOK2,Dark,Adipose - Subcutaneous,9.0585,adipose_tissue,42
RIOK3,Dark,Adipose - Subcutaneous,46.1,adipose_tissue,86
RIPK1,Light,Adipose - Subcutaneous,36.845,adipose_tissue,82
RIPK2,Light,Adipose - Subcutaneous,14.43,adipose_tissue,54
RIPK3,Light,Adipose - Subcutaneous,19.755,adipose_tissue,64
RIPK4,Light,Adipose - Subcutaneous,0.10915,adipose_tissue,7.000000000000001
RNASEL,Dark,Adipose - Subcutaneous,5.9895,adipose_tissue,34
ROCK1,Light,Adipose - Subcutaneous,32.1,adipose_tissue,78
ROCK2,Light,Adipose - Subcutaneous,46.085,adipose_tissue,86
ROR1,Light,Adipose - Subcutaneous,3.235,adipose_tissue,27
ROR2,Light,Adipose - Subcutaneous,2.072,adipose_tissue,23
ROS1,Light,Adipose - Subcutaneous,0.01014,adipose_tissue,1
RPS6KA1,Light,Adipose - Subcutaneous,8.763,adipose_tissue,42
RPS6KA2,Light,Adipose - Subcutaneous,43.28,adipose_tissue,85
RPS6KA3,Light,Adipose - Subcutaneous,22.695,adipose_tissue,68
RPS6KA4,Light,Adipose - Subcutaneous,29.005,adipose_tissue,75
RPS6KA5,Light,Adipose - Subcutaneous,4.253,adipose_tissue,31
RPS6KA6,Light,Adipose - Subcutaneous,0.6226,adipose_tissue,16
RPS6KB1,Light,Adipose - Subcutaneous,16.085,adipose_tissue,57.99999999999999
RPS6KB2,Light,Adipose - Subcutaneous,36.76,adipose_tissue,81
RPS6KC1,Dark,Adipose - Subcutaneous,11.115,adipose_tissue,47
RPS6KL1,Dark,Adipose - Subcutaneous,5.0635,adipose_tissue,32
RYK,Light,Adipose - Subcutaneous,42.855,adipose_tissue,85
SBK1,Dark,Adipose - Subcutaneous,0.2332,adipose_tissue,10
SBK2,Dark,Adipose - Subcutaneous,0.08035,adipose_tissue,5
SBK3,Dark,Adipose - Subcutaneous,0.9872,adipose_tissue,19
SCYL1,Dark,Adipose - Subcutaneous,75.75,adipose_tissue,95
SCYL2,Dark,Adipose - Subcutaneous,19.89,adipose_tissue,64
SCYL3,Dark,Adipose - Subcutaneous,7.097,adipose_tissue,37
SGK1,Light,Adipose - Subcutaneous,35.285,adipose_tissue,80
SGK2,Light,Adipose - Subcutaneous,4.5665,adipose_tissue,31
SGK3,Light,Adipose - Subcutaneous,6.529,adipose_tissue,36
SIK1,Light,Adipose - Subcutaneous,152.3,adipose_tissue,99
SIK2,Light,Adipose - Subcutaneous,51.305,adipose_tissue,89
SIK3,Light,Adipose - Subcutaneous,16.775,adipose_tissue,59
SLK,Light,Adipose - Subcutaneous,35.505,adipose_tissue,80
SMG1,Light,Adipose - Subcutaneous,20.84,adipose_tissue,65
SNRK,Light,Adipose - Subcutaneous,50.475,adipose_tissue,88
SPEG,Light,Adipose - Subcutaneous,8.38,adipose_tissue,41
SRC,Light,Adipose - Subcutaneous,13.985,adipose_tissue,52
SRMS,Light,Adipose - Subcutaneous,0.064865,adipose_tissue,4
SRPK1,Light,Adipose - Subcutaneous,10.84,adipose_tissue,47
SRPK2,Light,Adipose - Subcutaneous,16.96,adipose_tissue,60
SRPK3,Dark,Adipose - Subcutaneous,1.6165,adipose_tissue,22
STK3,Dark,Adipose - Subcutaneous,12.22,adipose_tissue,49
STK4,Light,Adipose - Subcutaneous,11.605,adipose_tissue,48
STK10,Light,Adipose - Subcutaneous,23.85,adipose_tissue,69
STK11,Light,Adipose - Subcutaneous,43.535,adipose_tissue,85
STK16,Light,Adipose - Subcutaneous,18.565,adipose_tissue,63
STK17A,Dark,Adipose - Subcutaneous,14.405,adipose_tissue,53
STK17B,Dark,Adipose - Subcutaneous,19.435,adipose_tissue,64
STK19,Dark,Adipose - Subcutaneous,21.07,adipose_tissue,65
STK24,Light,Adipose - Subcutaneous,54.03,adipose_tissue,90
STK25,Light,Adipose - Subcutaneous,49.61,adipose_tissue,88
STK31,Dark,Adipose - Subcutaneous,0.23575,adipose_tissue,10
STK32A,Dark,Adipose - Subcutaneous,1.773,adipose_tissue,22
STK32B,Dark,Adipose - Subcutaneous,4.986,adipose_tissue,31
STK32C,Dark,Adipose - Subcutaneous,7.628,adipose_tissue,39
STK33,Dark,Adipose - Subcutaneous,0.27795,adipose_tissue,11
STK35,Light,Adipose - Subcutaneous,12.575,adipose_tissue,50
STK36,Dark,Adipose - Subcutaneous,15.31,adipose_tissue,56.00000000000001
STK38,Light,Adipose - Subcutaneous,55.03,adipose_tissue,91
STK38L,Dark,Adipose - Subcutaneous,34.235,adipose_tissue,79
STK39,Light,Adipose - Subcutaneous,21.825,adipose_tissue,67
STK40,Dark,Adipose - Subcutaneous,33.485,adipose_tissue,79
STRADA,Light,Adipose - Subcutaneous,24.505,adipose_tissue,70
STRADB,Light,Adipose - Subcutaneous,23.315,adipose_tissue,68
STYK1,Light,Adipose - Subcutaneous,0.46395,adipose_tissue,14.000000000000002
SYK,Light,Adipose - Subcutaneous,9.644,adipose_tissue,43
TAF1,Light,Adipose - Subcutaneous,18.085,adipose_tissue,62
TAOK1,Dark,Adipose - Subcutaneous,24.91,adipose_tissue,71
TAOK2,Dark,Adipose - Subcutaneous,38.935,adipose_tissue,83
TAOK3,Light,Adipose - Subcutaneous,18.12,adipose_tissue,62
TBCK,Dark,Adipose - Subcutaneous,6.044,adipose_tissue,34
TBK1,Light,Adipose - Subcutaneous,20.855,adipose_tissue,65
TBRG4,Light,Adipose - Subcutaneous,34.54,adipose_tissue,79
TEC,Light,Adipose - Subcutaneous,2.5665,adipose_tissue,25
TEK,Light,Adipose - Subcutaneous,32.685,adipose_tissue,78
TESK1,Dark,Adipose - Subcutaneous,67.14,adipose_tissue,94
TESK2,Dark,Adipose - Subcutaneous,7.0735,adipose_tissue,37
TEX14,Light,Adipose - Subcutaneous,0.21535,adipose_tissue,10
TGFBR1,Light,Adipose - Subcutaneous,17.51,adipose_tissue,61
TGFBR2,Light,Adipose - Subcutaneous,316.8,adipose_tissue,100
TIE1,Light,Adipose - Subcutaneous,51.64,adipose_tissue,89
TLK1,Dark,Adipose - Subcutaneous,15.735,adipose_tissue,56.99999999999999
TLK2,Dark,Adipose - Subcutaneous,15.295,adipose_tissue,56.00000000000001
TNIK,Light,Adipose - Subcutaneous,1.879,adipose_tissue,23
TNK1,Light,Adipose - Subcutaneous,3.9435,adipose_tissue,28.999999999999996
TNK2,Light,Adipose - Subcutaneous,28.21,adipose_tissue,74
TNNI3K,Light,Adipose - Subcutaneous,2.609,adipose_tissue,26
TP53RK,Dark,Adipose - Subcutaneous,8.3665,adipose_tissue,41
TRIB1,Light,Adipose - Subcutaneous,15.66,adipose_tissue,56.99999999999999
TRIB2,Light,Adipose - Subcutaneous,47.58,adipose_tissue,87
TRIB3,Light,Adipose - Subcutaneous,5.423,adipose_tissue,33
TRIM24,Light,Adipose - Subcutaneous,7.115,adipose_tissue,37
TRIM28,Light,Adipose - Subcutaneous,118.45,adipose_tissue,98
TRIM33,Light,Adipose - Subcutaneous,16.515,adipose_tissue,59
TRIM66,Light,Adipose - Subcutaneous,8.2335,adipose_tissue,40
TRIO,Light,Adipose - Subcutaneous,24.245,adipose_tissue,69
TRPM6,Light,Adipose - Subcutaneous,1.0045,adipose_tissue,19
TRPM7,Light,Adipose - Subcutaneous,15.835,adipose_tissue,57.99999999999999
TRRAP,Light,Adipose - Subcutaneous,11.73,adipose_tissue,48
TSSK1B,Dark,Adipose - Subcutaneous,0,adipose_tissue,0
TSSK3,Dark,Adipose - Subcutaneous,9.062,adipose_tissue,42
TSSK4,Dark,Adipose - Subcutaneous,2.3805,adipose_tissue,25
TSSK6,Dark,Adipose - Subcutaneous,1.605,adipose_tissue,21
TTBK1,Dark,Adipose - Subcutaneous,0.04402,adipose_tissue,3
TTBK2,Dark,Adipose - Subcutaneous,7.713,adipose_tissue,39
TTK,Light,Adipose - Subcutaneous,0.23675,adipose_tissue,10
TTN,Light,Adipose - Subcutaneous,0.62835,adipose_tissue,16
TXK,Light,Adipose - Subcutaneous,0.92205,adipose_tissue,18
TYK2,Light,Adipose - Subcutaneous,45.705,adipose_tissue,86
TYRO3,Light,Adipose - Subcutaneous,15.51,adipose_tissue,56.99999999999999
UHMK1,Light,Adipose - Subcutaneous,24.48,adipose_tissue,70
ULK1,Light,Adipose - Subcutaneous,38.49,adipose_tissue,82
ULK2,Light,Adipose - Subcutaneous,15.305,adipose_tissue,56.00000000000001
ULK3,Light,Adipose - Subcutaneous,47.265,adipose_tissue,87
ULK4,Dark,Adipose - Subcutaneous,2.84,adipose_tissue,26
VRK1,Light,Adipose - Subcutaneous,7.447,adipose_tissue,38
VRK2,Dark,Adipose - Subcutaneous,8.364,adipose_tissue,40
VRK3,Dark,Adipose - Subcutaneous,13.715,adipose_tissue,52
WEE1,Light,Adipose - Subcutaneous,9.1205,adipose_tissue,43
WEE2,Dark,Adipose - Subcutaneous,0.10675,adipose_tissue,6
WEE2-AS1,Light,Adipose - Subcutaneous,1.031,adipose_tissue,19
WNK1,Light,Adipose - Subcutaneous,57.055,adipose_tissue,92
WNK2,Dark,Adipose - Subcutaneous,0.8499,adipose_tissue,17
WNK3,Dark,Adipose - Subcutaneous,0.4168,adipose_tissue,13
WNK4,Light,Adipose - Subcutaneous,0.14695,adipose_tissue,8
YES1,Light,Adipose - Subcutaneous,30.74,adipose_tissue,76
ZAP70,Light,Adipose - Subcutaneous,4.19,adipose_tissue,30
AAK1,Light,Adipose - Visceral (Omentum),2.045,adipose_tissue,24
AATK,Light,Adipose - Visceral (Omentum),3.386,adipose_tissue,28.000000000000004
ABL1,Light,Adipose - Visceral (Omentum),71.79,adipose_tissue,95
ABL2,Light,Adipose - Visceral (Omentum),10.24,adipose_tissue,47
ABR,Light,Adipose - Visceral (Omentum),26.66,adipose_tissue,76
ACVR1,Light,Adipose - Visceral (Omentum),20.83,adipose_tissue,68
ACVR1B,Light,Adipose - Visceral (Omentum),17.83,adipose_tissue,64
ACVR1C,Light,Adipose - Visceral (Omentum),9.355,adipose_tissue,45
ACVR2A,Light,Adipose - Visceral (Omentum),7.564,adipose_tissue,41
ACVR2B,Light,Adipose - Visceral (Omentum),1.868,adipose_tissue,23
ACVRL1,Light,Adipose - Visceral (Omentum),55.78,adipose_tissue,93
ADCK1,Dark,Adipose - Visceral (Omentum),6.451,adipose_tissue,37
ADCK2,Dark,Adipose - Visceral (Omentum),16.32,adipose_tissue,62
ADCK5,Dark,Adipose - Visceral (Omentum),9.428,adipose_tissue,46
ADPGK,Light,Adipose - Visceral (Omentum),48.17,adipose_tissue,90
AKT1,Light,Adipose - Visceral (Omentum),53.8,adipose_tissue,93
AKT2,Light,Adipose - Visceral (Omentum),36.74,adipose_tissue,84
AKT3,Light,Adipose - Visceral (Omentum),21.93,adipose_tissue,70
ALK,Light,Adipose - Visceral (Omentum),0.08408,adipose_tissue,5
ALPK1,Light,Adipose - Visceral (Omentum),8.336,adipose_tissue,42
ALPK2,Dark,Adipose - Visceral (Omentum),0.07824,adipose_tissue,5
ALPK3,Dark,Adipose - Visceral (Omentum),4.123,adipose_tissue,30
AMHR2,Light,Adipose - Visceral (Omentum),0.4754,adipose_tissue,13
ANKK1,Light,Adipose - Visceral (Omentum),0.385,adipose_tissue,12
ARAF,Light,Adipose - Visceral (Omentum),51.7,adipose_tissue,91
ATM,Light,Adipose - Visceral (Omentum),9.064,adipose_tissue,44
ATR,Light,Adipose - Visceral (Omentum),6.578,adipose_tissue,38
AURKA,Light,Adipose - Visceral (Omentum),1.251,adipose_tissue,20
AURKB,Light,Adipose - Visceral (Omentum),0.6181,adipose_tissue,15
AURKC,Light,Adipose - Visceral (Omentum),2.256,adipose_tissue,24
AXL,Light,Adipose - Visceral (Omentum),51.37,adipose_tissue,91
BAZ1A,Light,Adipose - Visceral (Omentum),18.92,adipose_tissue,66
BAZ1B,Light,Adipose - Visceral (Omentum),30.24,adipose_tissue,80
BCKDK,Dark,Adipose - Visceral (Omentum),39.08,adipose_tissue,86
BCR,Light,Adipose - Visceral (Omentum),21.62,adipose_tissue,70
BLK,Light,Adipose - Visceral (Omentum),0.2795,adipose_tissue,10
BLVRA,Light,Adipose - Visceral (Omentum),61.01,adipose_tissue,93
BMP2K,Light,Adipose - Visceral (Omentum),5.539,adipose_tissue,35
BMPR1A,Light,Adipose - Visceral (Omentum),6.968,adipose_tissue,39
BMPR1B,Light,Adipose - Visceral (Omentum),0.5646,adipose_tissue,14.000000000000002
BMPR2,Light,Adipose - Visceral (Omentum),22.98,adipose_tissue,72
BMX,Light,Adipose - Visceral (Omentum),5.974,adipose_tissue,35
BRAF,Light,Adipose - Visceral (Omentum),10.21,adipose_tissue,47
BRD2,Light,Adipose - Visceral (Omentum),105.3,adipose_tissue,98
BRD3,Light,Adipose - Visceral (Omentum),11.79,adipose_tissue,51
BRD4,Light,Adipose - Visceral (Omentum),26.09,adipose_tissue,75
BRDT,Light,Adipose - Visceral (Omentum),0.02096,adipose_tissue,2
BRSK1,Dark,Adipose - Visceral (Omentum),1.142,adipose_tissue,19
BRSK2,Dark,Adipose - Visceral (Omentum),1.097,adipose_tissue,19
BTK,Light,Adipose - Visceral (Omentum),5,adipose_tissue,32
BUB1,Light,Adipose - Visceral (Omentum),0.3055,adipose_tissue,10
BUB1B,Light,Adipose - Visceral (Omentum),0.3216,adipose_tissue,11
CAMK1,Light,Adipose - Visceral (Omentum),79.04,adipose_tissue,97
CAMK1D,Dark,Adipose - Visceral (Omentum),7.309,adipose_tissue,40
CAMK1G,Dark,Adipose - Visceral (Omentum),0.1652,adipose_tissue,7.000000000000001
CAMK2A,Light,Adipose - Visceral (Omentum),0.339,adipose_tissue,11
CAMK2B,Light,Adipose - Visceral (Omentum),0.1283,adipose_tissue,7.000000000000001
CAMK2D,Light,Adipose - Visceral (Omentum),26.13,adipose_tissue,76
CAMK2G,Light,Adipose - Visceral (Omentum),13.41,adipose_tissue,55.00000000000001
CAMK4,Light,Adipose - Visceral (Omentum),0.3559,adipose_tissue,11
CAMKK1,Dark,Adipose - Visceral (Omentum),7.954,adipose_tissue,42
CAMKK2,Dark,Adipose - Visceral (Omentum),26.28,adipose_tissue,76
CAMKV,Dark,Adipose - Visceral (Omentum),0.04071,adipose_tissue,3
CASK,Light,Adipose - Visceral (Omentum),5.489,adipose_tissue,34
CDC7,Light,Adipose - Visceral (Omentum),3.048,adipose_tissue,27
CDC42BPA,Dark,Adipose - Visceral (Omentum),14.94,adipose_tissue,57.99999999999999
CDC42BPB,Dark,Adipose - Visceral (Omentum),50.49,adipose_tissue,91
CDC42BPG,Dark,Adipose - Visceral (Omentum),0.9794,adipose_tissue,18
CDK1,Light,Adipose - Visceral (Omentum),2.828,adipose_tissue,26
CDK2,Light,Adipose - Visceral (Omentum),21.06,adipose_tissue,69
CDK3,Light,Adipose - Visceral (Omentum),19.5,adipose_tissue,67
CDK4,Light,Adipose - Visceral (Omentum),61.9,adipose_tissue,94
CDK5,Light,Adipose - Visceral (Omentum),9.076,adipose_tissue,44
CDK6,Light,Adipose - Visceral (Omentum),5.983,adipose_tissue,36
CDK7,Light,Adipose - Visceral (Omentum),16.96,adipose_tissue,63
CDK8,Light,Adipose - Visceral (Omentum),8.569,adipose_tissue,43
CDK9,Light,Adipose - Visceral (Omentum),70.36,adipose_tissue,95
CDK10,Dark,Adipose - Visceral (Omentum),27.11,adipose_tissue,77
CDK11A,Dark,Adipose - Visceral (Omentum),22.65,adipose_tissue,71
CDK11B,Dark,Adipose - Visceral (Omentum),19.37,adipose_tissue,67
CDK12,Dark,Adipose - Visceral (Omentum),11.36,adipose_tissue,50
CDK13,Dark,Adipose - Visceral (Omentum),16.07,adipose_tissue,61
CDK14,Dark,Adipose - Visceral (Omentum),13.25,adipose_tissue,54
CDK15,Dark,Adipose - Visceral (Omentum),0.7696,adipose_tissue,16
CDK16,Dark,Adipose - Visceral (Omentum),47,adipose_tissue,89
CDK17,Dark,Adipose - Visceral (Omentum),25.92,adipose_tissue,75
CDK18,Dark,Adipose - Visceral (Omentum),6.552,adipose_tissue,38
CDK19,Dark,Adipose - Visceral (Omentum),6.795,adipose_tissue,39
CDK20,Dark,Adipose - Visceral (Omentum),6.056,adipose_tissue,36
CDKL1,Dark,Adipose - Visceral (Omentum),2.518,adipose_tissue,25
CDKL2,Dark,Adipose - Visceral (Omentum),0.1801,adipose_tissue,8
CDKL3,Dark,Adipose - Visceral (Omentum),1.339,adipose_tissue,21
CDKL4,Dark,Adipose - Visceral (Omentum),0.07648,adipose_tissue,4
CDKL5,Dark,Adipose - Visceral (Omentum),0.9445,adipose_tissue,18
CHEK1,Light,Adipose - Visceral (Omentum),1.751,adipose_tissue,22
CHEK2,Light,Adipose - Visceral (Omentum),4.226,adipose_tissue,30
CHUK,Light,Adipose - Visceral (Omentum),9.959,adipose_tissue,47
CIT,Light,Adipose - Visceral (Omentum),1.039,adipose_tissue,18
CKB,Light,Adipose - Visceral (Omentum),136,adipose_tissue,99
CKM,Light,Adipose - Visceral (Omentum),5.3,adipose_tissue,33
CKMT1A,Light,Adipose - Visceral (Omentum),0.3119,adipose_tissue,10
CKMT1B,Light,Adipose - Visceral (Omentum),0.5919,adipose_tissue,15
CKMT2,Light,Adipose - Visceral (Omentum),7.166,adipose_tissue,40
CLK1,Light,Adipose - Visceral (Omentum),162.3,adipose_tissue,99
CLK2,Light,Adipose - Visceral (Omentum),38.85,adipose_tissue,86
CLK3,Dark,Adipose - Visceral (Omentum),17.35,adipose_tissue,63
CLK4,Dark,Adipose - Visceral (Omentum),18.62,adipose_tissue,65
COL4A3BP,Light,Adipose - Visceral (Omentum),23.88,adipose_tissue,73
CSF1R,Light,Adipose - Visceral (Omentum),35.06,adipose_tissue,83
CSK,Light,Adipose - Visceral (Omentum),25.5,adipose_tissue,75
CSNK1A1,Light,Adipose - Visceral (Omentum),48.05,adipose_tissue,90
CSNK1A1L,Dark,Adipose - Visceral (Omentum),0.05158,adipose_tissue,3
CSNK1D,Light,Adipose - Visceral (Omentum),76.76,adipose_tissue,96
CSNK1E,Light,Adipose - Visceral (Omentum),65.65,adipose_tissue,94
CSNK1G1,Dark,Adipose - Visceral (Omentum),4.73,adipose_tissue,31
CSNK1G2,Dark,Adipose - Visceral (Omentum),44.49,adipose_tissue,89
CSNK1G3,Dark,Adipose - Visceral (Omentum),14.27,adipose_tissue,56.99999999999999
CSNK2A1,Light,Adipose - Visceral (Omentum),29.67,adipose_tissue,79
CSNK2A2,Dark,Adipose - Visceral (Omentum),26.19,adipose_tissue,76
CSNK2A3,Dark,Adipose - Visceral (Omentum),0.2664,adipose_tissue,10
DAPK1,Light,Adipose - Visceral (Omentum),23.1,adipose_tissue,72
DAPK2,Light,Adipose - Visceral (Omentum),9.359,adipose_tissue,45
DAPK3,Light,Adipose - Visceral (Omentum),39.79,adipose_tissue,86
DCLK1,Light,Adipose - Visceral (Omentum),8.681,adipose_tissue,43
DCLK2,Light,Adipose - Visceral (Omentum),6.577,adipose_tissue,38
DCLK3,Dark,Adipose - Visceral (Omentum),0.3148,adipose_tissue,11
DDR1,Light,Adipose - Visceral (Omentum),18.14,adipose_tissue,65
DDR2,Light,Adipose - Visceral (Omentum),48.85,adipose_tissue,90
DGKA,Light,Adipose - Visceral (Omentum),15.77,adipose_tissue,61
DGKB,Light,Adipose - Visceral (Omentum),0.1365,adipose_tissue,7.000000000000001
DGKD,Light,Adipose - Visceral (Omentum),16.23,adipose_tissue,62
DGKE,Light,Adipose - Visceral (Omentum),4.711,adipose_tissue,31
DGKG,Light,Adipose - Visceral (Omentum),1.778,adipose_tissue,22
DGKH,Light,Adipose - Visceral (Omentum),5.442,adipose_tissue,34
DGKI,Light,Adipose - Visceral (Omentum),0.2046,adipose_tissue,8
DGKK,Light,Adipose - Visceral (Omentum),0.01031,adipose_tissue,1
DGKQ,Light,Adipose - Visceral (Omentum),11.77,adipose_tissue,51
DGKZ,Light,Adipose - Visceral (Omentum),24.38,adipose_tissue,73
DMPK,Light,Adipose - Visceral (Omentum),42.4,adipose_tissue,88
DSTYK,Dark,Adipose - Visceral (Omentum),8.172,adipose_tissue,42
DYRK1A,Light,Adipose - Visceral (Omentum),18.97,adipose_tissue,66
DYRK1B,Dark,Adipose - Visceral (Omentum),11.5,adipose_tissue,50
DYRK2,Dark,Adipose - Visceral (Omentum),6.46,adipose_tissue,37
DYRK3,Dark,Adipose - Visceral (Omentum),5.974,adipose_tissue,35
DYRK4,Dark,Adipose - Visceral (Omentum),5.508,adipose_tissue,34
EEF2K,Dark,Adipose - Visceral (Omentum),24.8,adipose_tissue,74
EGFR,Light,Adipose - Visceral (Omentum),24.92,adipose_tissue,74
EIF2AK1,Light,Adipose - Visceral (Omentum),42.2,adipose_tissue,88
EIF2AK2,Light,Adipose - Visceral (Omentum),12.01,adipose_tissue,52
EIF2AK3,Light,Adipose - Visceral (Omentum),12.66,adipose_tissue,53
EIF2AK4,Light,Adipose - Visceral (Omentum),15.72,adipose_tissue,60
EPHA1,Light,Adipose - Visceral (Omentum),1.481,adipose_tissue,21
EPHA2,Light,Adipose - Visceral (Omentum),35.97,adipose_tissue,84
EPHA3,Light,Adipose - Visceral (Omentum),4.705,adipose_tissue,31
EPHA4,Light,Adipose - Visceral (Omentum),7.94,adipose_tissue,42
EPHA5,Light,Adipose - Visceral (Omentum),0.06881,adipose_tissue,4
EPHA6,Light,Adipose - Visceral (Omentum),0.08866,adipose_tissue,6
EPHA7,Light,Adipose - Visceral (Omentum),0.07651,adipose_tissue,5
EPHA8,Light,Adipose - Visceral (Omentum),0.02057,adipose_tissue,2
EPHA10,Light,Adipose - Visceral (Omentum),0.03376,adipose_tissue,2
EPHB1,Light,Adipose - Visceral (Omentum),0.4207,adipose_tissue,13
EPHB2,Light,Adipose - Visceral (Omentum),2.114,adipose_tissue,24
EPHB3,Light,Adipose - Visceral (Omentum),2.681,adipose_tissue,26
EPHB4,Light,Adipose - Visceral (Omentum),42.73,adipose_tissue,88
EPHB6,Light,Adipose - Visceral (Omentum),24.82,adipose_tissue,74
ERBB2,Light,Adipose - Visceral (Omentum),15.37,adipose_tissue,59
ERBB3,Light,Adipose - Visceral (Omentum),1.767,adipose_tissue,22
ERBB4,Light,Adipose - Visceral (Omentum),0.3611,adipose_tissue,12
ERN1,Light,Adipose - Visceral (Omentum),9.841,adipose_tissue,46
ERN2,Dark,Adipose - Visceral (Omentum),0.04089,adipose_tissue,3
FASTK,Light,Adipose - Visceral (Omentum),52.76,adipose_tissue,92
FASTKD1,Light,Adipose - Visceral (Omentum),7.361,adipose_tissue,41
FASTKD2,Light,Adipose - Visceral (Omentum),19.99,adipose_tissue,67
FASTKD3,Light,Adipose - Visceral (Omentum),5.438,adipose_tissue,34
FASTKD5,Light,Adipose - Visceral (Omentum),13.16,adipose_tissue,54
FER,Light,Adipose - Visceral (Omentum),4.891,adipose_tissue,32
