Number_of_hits,Total_entries,Percentage_hits,Reagents,Entrez_Gene_ID,Gene,Author_provided_names_IDs
2,20,10,2,26255,PTTG3P,"ENSG00000178717, NM_021000, PTTG3"
2,21,9.5,2,5623,PSPN,"NM_004158, PSPN"
2,3,66.7,2,2942,GSTA6P,"GSTAP1, IARS2, NG_001135"
2,4,50,2,,,"730163, LOC730163"
2,19,10.5,2,6700,SPRR2A,"NM_005988, SPRR2A, sprr2a"
2,3,66.7,1,728386,USP17L5,USP17L5
2,4,50,2,,,"728817, LOC728817"
2,15,13.3,3,439936,C5orf17,"285685, C5ORF17, C5orf17, ENSG00000248874, NM_173668"
2,3,66.7,1,100505970,HEXDC-IT1,HEXDC-IT1
2,27,7.4,1,9692,KIAA0391,"ENSG00000100890, KIAA0391, XM_375074"
2,16,12.5,2,283685,GOLGA6L2,"AC100756.5-4, ENSG00000174450, FLJ36144, GOLGA6L2, NM_182561"
2,28,7.1,2,147183,KRT25,"KRT25, KRT25A, NM_181534"
2,35,5.7,2,5986,RFNG,"AF126749, AK090464, AK094016, BC007782, BC050399, BC052374, ENSG00000169733, J00146, NM_002917.1, RFNG, S73205, U25801, X53943, XM_170783, Y10615"
2,7,28.6,1,157376,FER1L6-AS2,"C8orf78, ENSG00000174683, FLJ32770"
2,17,11.8,2,388780,LOC388780,"LOC388780, XM_373904"
2,4,50,2,,,"729626, LOC729626"
2,3,66.7,1,,,SNRNP70
2,16,12.5,1,348174,CLEC18A,"CLEC18A, ENSG00000157322, LOC348174, NM_182619"
2,10,20,2,,,"LOC387921, LOC400134, XM_378416"
2,34,5.9,3,154664,ABCA13,"ABCA13, ENSG00000179869, NM_152701, NM_152701.2"
2,32,6.2,1,203427,SLC25A43,"ENSG00000077713, LOC203427, NM_145305, SLC25A43"
2,8,25,2,404216,LINC01561,"C10orf85, ENSG00000177234, c10orf85"
2,25,8,2,80021,TMEM62,"ENSG00000137842, FLJ23375, NM_024956, TMEM62"
2,3,66.7,1,,,LOC100287441
2,27,7.4,2,256369,CCDC197,"C14ORF48, C14orf48, ENSG00000175699, NM_152777"
2,4,50,3,,,LOC441902
2,6,33.3,2,286480,UBE2E4P,UBE2E4P
2,22,9.1,1,57624,NYAP2,"AC019231.1, ENSG00000144460, KIAA1486, XM_041126"
2,32,6.2,2,8927,BSN,"BSN, ENSG00000164061, NM_003458"
2,22,9.1,2,4104,MAGEA5,"CD151, ENSG00000183686, MAGEA5, NM_021049"
2,22,9.1,2,9515,STXBP5L,"ENSG00000145087, STXBP5L, XM_045911, XM_059492, XM_087386, XM_291055"
2,26,7.7,2,388555,IGFL3,"ENSG00000188624, IGFL3, NM_207393, UNQ483"
2,32,6.2,2,64374,SIL1,"4483, ENSG00000120725, HLA-DQA1, HLA-DQA2, NM_022464, SIL1"
2,4,50,2,644068,RPS14P3,MGC87895
2,35,5.7,2,167,CRISP1,"AEGL1, CRISP1, ENSG00000124812, NM_001131, PDE2A"
2,3,66.7,1,,,LOC100506930
2,16,12.5,1,441457,NUTM2G,"54754, 732449, DKFZP434I1117, ENSG00000188152, FAM22F, FAM22G, LOC732449, XM_030729"
2,33,6.1,4,90135,BTBD6,"BTBD6, ENSG00000184887, NM_033271"
2,29,6.9,3,6835,SURF2,"ENSG00000148291, NM_017503, SURF2"
2,31,6.5,3,10647,SCGB1D2,"ENSG00000124935, NM_006551, SCGB1D2"
2,6,33.3,1,,,NPTX2
2,25,8,2,23271,CAMSAP2,"730208, CAMSAP1L1, ENSG00000118200, KIAA1078, LOC730208, NM_203459"
2,3,66.7,2,,,FLJ46026
2,2,100,2,,,"LOC100293272, LOC731792, XM_002346098"
2,16,12.5,2,389170,LEKR1,"ENSG00000197980, FLJ16641, LEKR1, LOC389170, NM_001004316, XM_371674"
2,7,28.6,2,,,"FLJ25404, XM_085433"
2,27,7.4,2,134083,OR2Y1,"ENSG00000174339, NM_001001657, OR2Y1"
2,11,18.2,2,,,"LOC388906, LOC388907, XM_371470"
2,3,66.7,1,441056,DUX4L4,DUX4L4
2,16,12.5,2,387778,SPDYC,"LOC387778, NM_001008778, SPDYC, XM_370631"
2,22,9.1,2,4584,MUC3A,"392762, 57876, 732156, AF007194, ENSG00000169894, HDAC2, LOC392762, LOC732156, MUC3A, MUC3B, XM_168578, XM_374501, XM_374502"
2,9,22.2,3,,,"401410, LOC401410"
2,3,66.7,1,,,LOC100287327
2,4,50,2,,,"727817, LOC727817"
2,23,8.7,2,338645,LUZP2,"ENSG00000187398, LOC338645, LUZP2, NM_001009909, XM_370616"
2,14,14.3,2,132200,C3orf49,"C3orf49, ENSG00000163632, LOC132200, NM_138808"
2,4,50,2,,,"731933, LOC731933"
2,10,20,1,,,"LOC286528, LOC347487, XM_210501"
2,20,10,1,340260,UNCX,"641901, ENSG00000164853, LOC340260, UNCX, UNCX4.1, XM_294209, tcag7.1272"
2,21,9.5,1,25938,HEATR5A,"338012, 387979, C14ORF125, C14orf125, ENSG00000129493, HEATR5A, LOC387979, XM_059166, XM_113763, XM_290922, XM_370759"
2,19,10.5,1,353140,LCE2C,"LCE2C, LEP11, NM_178429"
2,9,22.2,2,645961,SPATA31C2,"26117, 286235, 441452, DKFZP434M131, FAM75C1, LOC286235, LOC441452, LOC645961, XM_212238, XM_212241, XR_038842"
2,8,25,1,,,"FLJ25770, NM_178555"
2,7,28.6,3,,,"474171, STGC3"
2,25,8,3,55565,ZNF821,"ENSG00000102984, LOC55565, NM_017530, ZNF821"
2,33,6.1,4,92797,HELB,"ENSG00000127311, HELB, NM_033647, NM_033647.2"
2,3,66.7,3,644119,RPS14P9,LOC644119
2,23,8.7,2,26011,TENM4,"ENSG00000149256, ODZ4, XM_166254, XM_940463"
2,3,66.7,4,,,LOC729724
2,28,7.1,2,63933,MCUR1,"C6ORF79, C6orf79, CCDC90A, ENSG00000050393, NM_022102, ccdc90a"
2,15,13.3,1,727936,GXYLT2,"389129, ENSG00000172986, GLT8D4, GXYLT2, LOC389129, LOC727936, XM_371647"
2,10,20,2,399886,LOC399886,FLJ41423
2,31,6.5,2,26206,SPAG8,"ENSG00000137098, NM_012436, SMP1, SPAG8"
2,21,9.5,2,340069,FAM170A,"FAM170A, LOC340069, NM_182761"
2,8,25,2,114818,KLHL29,"ENSG00000119771, KBTBD9, KLHL29, klhl29"
2,17,11.8,1,9082,XKRY,"NM_004677, XKRY"
2,4,50,2,220433,RPS4XP16,LOC220433
2,32,6.2,2,137209,ZNF572,"ENSG00000180938, NM_152412, ZNF572"
2,21,9.5,3,284912,LOC284912,"ENSG00000185079, LOC284912, NM_203375, XM_209413"
2,19,10.5,2,80161,ASMTL-AS1,"CXYORF2, CXYorf2, ENSG00000169098, NCRNA00105, NM_025091"
2,3,66.7,2,,,LOC650368
2,10,20,2,414194,CCNYL2,"399747, C10orf21, CCNYL2, ENSG00000182632, LOC399747"
2,8,25,3,643802,LOC643802,"10199, 400537, DKFZp313P036, LOC400537, LOC643802, MPHOSPH10, XM_375357"
2,19,10.5,3,23112,TNRC6B,"ENSG00000100354, KIAA1093, TNRC6B, XM_039385"
2,24,8.3,2,10491,CRTAP,"CRTAP, ENSG00000170275, NM_006371, crtap"
2,31,6.5,2,57717,PCDHB16,"ENSG00000196963, NM_020957, PCDHB16"
2,3,66.7,2,,,LOC286348
2,24,8.3,3,139231,FAM199X,"CXorf39, ENSG00000123575, FAM199X, LOC139231, NM_207318, XM_060020"
2,2,100,2,,,"LOC285929, LOC391595, XM_067212"
2,33,6.1,1,8224,SYN3,"ENSG00000185666, NM_003490, NM_133633.1, SYN3"
2,32,6.2,1,10850,CCL27,"CCL27, NM_006664"
2,4,50,2,,,"728966, LOC728966"
2,6,33.3,1,,,"LOC286076, XM_209889"
2,23,8.7,2,394263,MUC21,"C6ORF205, C6orf205, MUC21, XM_001131604, XM_371809, XM_376486"
2,9,22.2,4,653486,SCGB1C2,"147199, NM_145651, RYD5, SCGB1C1"
2,3,66.7,3,,,"729529, LOC729529"
2,18,11.1,2,387921,NHLRC3,"ENSG00000188811, LOC387921, NHLRC3, RP11-50D16.3, XM_370722"
2,31,6.5,2,8365,HIST1H4H,"ENSG00000158406, HIST1H4H, NM_003543"
2,12,16.7,1,648791,PPP1R3G,"389364, LOC389364, PPP1R3G, XM_371796"
2,4,50,2,,,"728792, LOC728792"
2,11,18.2,1,,,"LOC387898, LOC401720, XM_373556"
2,15,13.3,2,85463,ZC3H12C,"728579, ENSG00000149289, KIAA1726, LOC728579, XM_370654, ZC3H12C"
2,10,20,1,,,"LOC344405, LOC344423, XM_293042"
2,4,50,2,391037,SKINT1L,LOC391037
2,31,6.5,2,339479,BRINP3,"DBCCR1L, ENSG00000162670, FAM5C, NM_199051"
2,13,15.4,2,414149,ACBD7,"374860, 91442, ACBD7, ANKRD30B, C19orf40, ENSG00000176244"
2,4,50,2,,,"644828, LOC644828"
2,28,7.1,2,25972,UNC50,"ENSG00000115446, NM_014044, UNC50"
2,9,22.2,2,653606,PRAMEF22,"391003, 401940, LOC391003, LOC401940, PRAMEF18, PRAMEF3, RP11-584P2.3, XM_372763, XM_377566"
2,9,22.2,2,389676,C8orf87,"LOC389676, XM_374276"
2,8,25,1,84847,LINC00525,"ENSG00000146666, MGC16075"
2,14,14.3,2,115749,C12orf56,"C12orf56, ENSG00000185306, LOC115749, XM_056680, c12orf56"
2,14,14.3,1,56252,YLPM1,"ENSG00000119596, YLPM1"
2,10,20,1,102723555,SPDYE16,"441251, 5383, AC004980.11, ENSG00000185040, LOC441251, LOC653629, NM_174930, PMS2L5, PMS2P5"
2,28,7.1,2,26735,OR1L3,"ENSG00000171481, NM_001005234, OR1L3"
2,7,28.6,1,,,"MGC15875, MGC52282, NM_032921"
2,4,50,2,643896,LOC643896,hCG_1790474
2,11,18.2,2,389827,MYMK,"ENSG00000187616, LOC389827, RP13-388O5.1, TMEM8C, XM_372180"
2,36,5.6,2,81793,TLR10,"ENSG00000174123, NM_030956, NM_030956.2, TLR10"
2,4,50,2,729630,DYNLL1P7,LOC729630
2,12,16.7,2,343521,TCTEX1D4,"ENSG00000188396, LOC343521, RP11-269F19.9, TCTEX1D4, XM_291623"
2,25,8,2,202865,C7orf33,"C7ORF33, C7orf33, NM_145304"
2,34,5.9,2,29090,TIMM21,"C18orf55, ENSG00000075336, HSPC154, NM_014177"
2,11,18.2,2,440757,LINC00851,"MGC44328, NM_001004344"
2,10,20,2,100532736,MINOS1-NBL1,"4681, NBL1, NM_005380"
2,12,16.7,2,,,"FLJ25328, NM_152483"
2,30,6.7,2,57104,PNPLA2,"ENSG00000177666, NM_020376, PNPLA2, TTS-2.2"
2,6,33.3,1,,,LOC402282
2,10,20,2,653643,GOLGA6D,"342096, 388137, 55889, GOLGA, GOLGA6, GOLGA6B, LOC342096, LOC388137, NM_018652, XM_292357, XM_370876"
2,9,22.2,1,,,"LOC402066, XM_377725"
2,5,40,2,,,LOC387790
2,4,50,2,,,"645799, LOC645799"
2,6,33.3,1,,,LOC93432
2,6,33.3,2,,,"401068, LOC401068"
2,33,6.1,3,254394,MCM9,"C6orf61, ENSG00000111877, ENSG00000178346, MCM9, MCMDC1, NM_153255"
2,22,9.1,1,149603,RNF187,"ENSG00000168159, LOC149603, RNF187, XM_047499, XM_378452, XM_928029"
2,32,6.2,1,23397,NCAPH,"679, BRRN1, C1GALT1, ENSG00000121152, NCAPH, NM_015341"
2,29,6.9,2,131965,METTL6,"BC036687, METTL6, MGC24132, NM_152396, NM_152396.2"
2,16,12.5,2,22880,MORC2,"ENSG00000133422, MORC2, NM_014941, ZCWCC1"
2,19,10.5,3,343066,AADACL4,"AADACL4, LOC343066, XM_291392"
2,14,14.3,1,644019,CBWD6,"150472, 220869, 441376, 445571, 55871, C8orf85, CBWD1, CBWD2, CBWD3, CBWD5, CBWD6, LOC220869, LOC55871, NM_018491, NM_172003, NM_201453"
2,22,9.1,1,56967,C14orf132,"C14ORF132, C14orf132, ENSG00000183633, NM_014147, NM_014162, NM_020215, NM_020217"
2,6,33.3,1,643365,LINC00452,FLJ44054
2,5,40,2,388474,RPL7AP66,"LOC388474, RPL7AP66"
2,28,7.1,2,342908,ZNF404,"AK124748, XM_292765, ZNF404"
2,18,11.1,1,641371,ACOT1,"10965, ACOT1, ACOT2, NM_006821, ZAP128"
2,4,50,2,392242,REXO1L8P,LOC392242
2,10,20,2,346525,OR2A12,"NM_001004135, OR2A12"
2,17,11.8,4,150051,LOC150051,"LOC150051, XM_097792, XR_040911"
2,10,20,1,,,"LOC388934, LOC391356, XM_373977"
2,6,33.3,1,643834,PGA3,"LOC643834, NM_001079807.1, PGA3"
2,33,6.1,2,27129,HSPB7,"ENSG00000173641, HSPB7, NM_014424"
2,10,20,1,,,"LOC285110, LOC339766, XM_211768"
2,28,7.1,1,54534,MRPL50,"ENSG00000136897, MRPL50, NM_019051"
2,17,11.8,1,378948,RBMY1B,"ENSG00000174622, NM_001006121, RBMY1B"
2,9,22.2,1,,,"MGC10701, NM_032658"
2,27,7.4,3,129138,ANKRD54,"ANKRD54, ENSG00000100124, LOC129138, NM_138797"
2,10,20,2,,,"LOC392447, XM_373343, hCG_1644323"
2,16,12.5,1,122183,PRR20A,"FLJ40296, NM_198441"
2,26,7.7,2,169693,TMEM252,"C9ORF71, C9orf71, ENSG00000181778, NM_153238, NM_153241, NM_153243, XM_376874"
2,15,13.3,1,284293,HMSD,"HMSD, LOC284293, XM_209104"
2,33,6.1,2,84552,PARD6G,"ENSG00000178184, NM_032510, PARD6G"
2,4,50,1,653544,DUX4L6,"DUX4L6, LOC653544"
2,34,5.9,2,119587,CPXM2,"CPXM2, ENSG00000121898, NM_198148"
2,32,6.2,1,205717,USF3,"286423, ENSG00000176542, KIAA2018, MRRFP, NM_001009899, RP1-57A13.2, XM_065026, XM_067585, XM_291062"
2,22,9.1,2,284323,ZNF780A,"163131, 30816, ENSG00000197782, ERVWE1, LOC284323, XM_209140, ZNF780A, ZNF780B"
2,12,16.7,1,390093,OR10A6,"ENSG00000175393, NM_001004461, OR10A6"
2,17,11.8,2,378950,RBMY1E,"5940, NM_001006118, RBMY1A1, RBMY1E, rbmy1e"
2,4,50,2,,,"730118, LOC730118"
2,16,12.5,3,374355,CCDC172,"C10orf96, ENSG00000182645, MGC35062"
2,4,50,2,645784,ANKRD36BP2,"730272, LOC730272"
2,7,28.6,1,,,"LOC392666, MGC13098, XM_374432"
2,3,66.7,1,,,LOC100288627
2,29,6.9,1,10464,PIBF1,"C13ORF24, C13orf24, ENSG00000083535, NM_006346, PIBF1"
2,3,66.7,1,,,RPL36A-HNRNPH2
2,31,6.5,2,55157,DARS2,"DARS2, ENSG00000117593, FLJ10514, NM_018122, NM_018122.3"
2,17,11.8,1,79008,SLX1B,"GIYD2, MGC5178, NM_024044"
2,4,50,2,,,"729122, LOC729122"
2,19,10.5,1,23285,KIAA1107,"KIAA1107, XM_034086"
2,3,66.7,1,,,"BC029568, MGC39584"
2,9,22.2,2,245937,DEFB124,"AY122476, DEFB124, defb124"
2,22,9.1,2,245911,DEFB108B,"DEFB108, DEFB108B, ENSG00000184276, NM_001002035"
2,5,40,2,55056,GABPB1-IT1,"ENSG00000104064, GABPB1, GABPB2"
2,13,15.4,1,346653,FAM71F2,"FAM137B, FAM71F2, LOC346653, XM_294357"
2,25,8,6,165186,TOGARAM2,"388938, FAM179A, LOC165186, LOC388938, NM_199280, XM_373979"
2,4,50,2,728970,PPP1R2P4,LOC728970
2,18,11.1,1,442867,BPY2B,"BPY2B, NM_001002760"
2,24,8.3,2,4489,MT1A,"BC029475, MT1A, MUC5AC, NM_005946, mt1a"
2,7,28.6,1,219870,OR10G9,OR10G9
2,31,6.5,2,286256,LCN12,"ENSG00000184925, LCN12, NM_178536"
2,3,66.7,1,,,LOC100506499
2,13,15.4,2,341392,ACSM4,"ACSM4, LOC341392, XM_292035"
2,23,8.7,2,389941,C1QL3,"3511, C1QL3, ENSG00000165985, LOC389941, NM_001010908.1, XM_372305"
2,11,18.2,3,100528062,ARMCX5-GPRASP2,"114928, 80823, 9878, BHLHB9, GASP2, GPRASP2, KIAA1701, NM_030639, NM_138437, TOX4"
2,5,40,2,100996693,LOC100996693,"729871, ENSG00000072195, LOC729871, SPEG"
2,3,66.7,2,100188011,DIP,DIP
2,26,7.7,2,79598,CEP97,"CEP97, ENSG00000182504, FLJ23047, LRRIQ2, NM_024548"
2,3,66.7,2,,,LOC100653050
2,29,6.9,2,137695,TMEM68,"ENSG00000167904, FLJ32370, NM_152417, TMEM68"
2,23,8.7,2,285489,DOK7,"DOK7, FLJ33718, NM_173660"
2,17,11.8,1,391211,OR2G6,"LOC391211, OR2G6, XM_293090, XM_371476, XM_371478, XM_371479, XM_371480, XM_372842, XM_372917, XM_372950, XM_372952, XM_372953, XM_372954, XM_374001, XM_374002, XM_374003, XM_374004, XM_374006, XM_374029, XM_377755, XM_377756, XM_378955, XM_379078, XM_379079, XM_379112, XM_379114, XM_379117, XM_379118, XM_379119, XM_379123"
2,4,50,2,,,"730122, LOC730122"
2,24,8.3,3,257415,FAM133B,"401015, FAM133B, LOC401015, MGC40405, NM_152789, XM_376148"
2,19,10.5,1,81488,POLR2M,"GRINL1A, NM_015532"
2,23,8.7,2,83742,MARVELD1,"ENSG00000155254, MARVELD1, MRVLDC1, NM_031484"
2,13,15.4,2,340268,LOC340268,"LOC340268, XM_294634, tcag7.893"
2,28,7.1,2,56112,PCDHGA3,"NM_018916, PCDHGA3"
2,19,10.5,2,23015,GOLGA8A,"388141, ENSG00000175265, FLJ32679, GOLGA8A, GOLGIN-67, LOC388141, NM_015003, XM_373637"
2,3,66.7,1,,,ENSG00000179315
2,3,66.7,1,100532746,PPT2-EGFL8,PPT2-EGFL8
2,28,7.1,1,1379,CR1L,"ABCA1, CR1L, ENSG00000197721, XM_114735, XM_943081"
2,17,11.8,3,200035,NUDT17,"10401, ENSG00000186364, NUDT17, PIAS3"
2,30,6.7,4,79953,SYNDIG1,"C20ORF39, C20orf39, ENSG00000101463, NM_024893, TMEM90B"
2,28,7.1,2,121130,OR10P1,"ENSG00000175398, NM_206899, OR10P1"
2,11,18.2,2,100526832,PHOSPHO2-KLHL23,"151230, ENSG00000213160, KLHL23, MGC22679, NM_144711"
2,2,100,3,645773,LOC645773,LOC645773
2,10,20,2,162962,ZNF836,"ENSG00000196267, FLJ16287, LOC162962, XM_091886, ZNF836"
2,14,14.3,2,150291,MORC2-AS1,"C22orf27, ENSG00000180206, FLJ35801, NM_153044"
2,14,14.3,1,150786,WTH3DI,"5870, 84084, LOC150786, NM_032144, RAB6A, RAB6C, WTH3"
2,26,7.7,4,161291,TMEM30B,"ENSG00000182107, TMEM30B, XM_090844"
2,9,22.2,1,,,"LOC283761, XM_378542"
2,3,66.7,1,,,PNP
2,7,28.6,1,,,"MGC21874, XM_291105"
2,13,15.4,1,729085,FAM198A,"26172, C3orf41, DKFZP434B172, ENSG00000144649, FAM198A, LOC729085, XM_046264, c3orf41"
2,4,50,1,3137,HLA-J,"BCAT2, HLA-J"
2,12,16.7,2,222234,FAM185A,"148109, FAM185A, FAM187B, MGC35361, NM_147194"
2,31,6.5,3,83787,ARMC10,"389137, ARMC10, ENSG00000170632, LOC389137, NM_031905, SVH, XM_371655"
2,11,18.2,2,100528017,SAA2-SAA4,"6288, 6289, 6291, NM_000331, NM_006512, NM_030754, SAA1, SAA2, SAA4"
2,24,8.3,2,84826,SFT2D3,"ENSG00000173349, MGC5391, NM_032740, SFT2D3"
2,33,6.1,2,85021,REPS1,"ENSG00000135597, NM_031922, NM_031922.2, REPS1"
2,11,18.2,4,767558,LUZP6,"136319, LUZP6, MTPN, NM_145808"
2,3,66.7,2,,,PNPLA4
2,2,100,2,,,"ENSG00000176134, Q8WX68_HUMAN"
2,8,25,2,,,LOC256374
2,15,13.3,3,93432,MGAM2,"LOC93432, XM_376684"
2,35,5.7,2,151112,ZSWIM2,"ENSG00000163012, NM_182521, ZSWIM2"
2,4,50,2,,,"730998, LOC730998"
2,32,6.2,1,6543,SLC8A2,"ENSG00000118160, NM_015063, SLC8A2, XM_038970"
2,3,66.7,1,,,LOC728373
2,13,15.4,2,338755,OR2AG2,"ENSG00000188124, NM_001004490, OR2AG2"
2,33,6.1,1,3700,ITIH4,"CKMT1A, CKMT1B, ENSG00000055955, ITIH4, NM_002218"
2,7,28.6,1,729966,LOC729966,"ENSG00000105650, LOC729966, PDE4C"
2,29,6.9,2,132299,OCIAD2,"ENSG00000145247, MGC45416, NM_152398, OCIAD2"
2,11,18.2,1,282706,DAOA-AS1,"G30, NM_172368"
2,25,8,2,286527,TMSB15B,"11013, ENSG00000158427, MGC39900, NM_194324, TMSB15A, TMSB15B, TMSL8"
2,4,50,1,,,LOC441868
2,21,9.5,2,124944,C17orf49,"C17orf49, MGC49942, NM_174893, XM_371010"
2,28,7.1,3,126731,CCSAP,"C1orf96, ENSG00000154429, LOC126731, NM_145257"
2,2,100,2,,,LOC646753
2,6,33.3,1,,,"LOC200959, XM_116036"
2,12,16.7,2,387273,KRTAP5-10,"401701, KRTAP5-10, LOC401701, NM_001012710, XM_379741"
2,35,5.7,2,10061,ABCF2,"ABCF2, ENSG00000033050, NM_005692, NM_007189"
2,11,18.2,1,,,"LOC388335, LOC388340, XM_373715"
2,14,14.3,2,348938,NIPAL4,"ENSG00000172548, ICHTHYIN, LOC348938, NIPAL4, XM_371777"
2,6,33.3,1,,,"KIAA1529, XM_372133"
2,27,7.4,1,90736,FAM104B,"CXorf44, ENSG00000182518, FAM104B, LOC90736, NM_138362"
2,28,7.1,2,149954,BPIFB4,"C20orf186, ENSG00000186191, NM_182519"
2,3,66.7,1,653677,SEC1P,SEC1
2,31,6.5,2,22872,SEC31A,"ENSG00000138674, NM_014933, SEC31A, SEC31L1"
2,4,50,5,646658,SYNDIG1L,"LOC646658, TMEM90A"
2,14,14.3,2,283092,OR4C13,"ENSG00000178306, LOC283092, NM_001001955, OR4C13, XM_210168"
2,2,100,2,284344,LOC284344,LOC284344
2,34,5.9,2,11240,PADI2,"ENSG00000117115, NM_007365, NM_007365.2, PADI2"
2,23,8.7,2,386685,KRTAP10-12,"386674, KRTAP10-12, KRTAP10-6, KRTAP18-12, NM_198699"
2,10,20,1,,,"LOC151658, LOC348801, XM_379205"
2,33,6.1,2,3885,KRT34,"BCL9, ENSG00000131737, KRT34, KRTHA4, NM_021013"
2,15,13.3,5,90342,FER1L5,"391408, FER1L5, LOC391408, LOC442030, LOC90342, XM_031009, XM_352463"
2,3,66.7,2,,,ENSG00000181647
2,4,50,2,151234,SULT1C2P1,LOC151234
2,32,6.2,2,57017,COQ9,"COQ9, DKFZP434K046, ENSG00000088682, NM_020312"
2,26,7.7,1,130576,LYPD6B,"ENSG00000150556, LOC130576, LYPD6B, NM_177964"
2,15,13.3,1,4535,ND1,"ADCY2, MTND1, ND1, NM_173708"
2,2,100,3,,,"AC068775.1, ENSG00000180574, Q6KF84_HUMAN"
2,20,10,2,7258,TSPY1,"ENSG00000168692, NM_003308, TSPY1"
2,2,100,2,,,"LOC220070, LOC338758, XM_294694"
2,14,14.3,2,1564,CYP2D7,"1567, CHKB, CPT1B, CYP2D7P1, NM_001002910, NR_002570, SRPR"
2,20,10,2,57212,TP73-AS1,"ENSG00000187648, KIAA0495, NM_207306"
2,6,33.3,1,100187828,HBD,HBD
2,31,6.5,1,55596,ZCCHC8,"ENSG00000033030, NM_017612, ZCCHC8"
2,28,7.1,1,25941,TPGS2,"C18ORF10, C18orf10, ENSG00000134779, NM_015476, c18orf10"
2,7,28.6,2,643314,KIAA0754,"ENSG00000127603, KIAA0754, MACF1"
2,10,20,2,,,"LOC391661, XM_373028"
2,5,40,2,,,"ENSG00000196809, MGC40042"
2,5,40,5,441452,SPATA31C1,"286235, FAM75C1, LOC286235, LOC441452"
2,4,50,2,,,"730203, LOC730203"
2,2,100,2,,,q8naw6_human
2,10,20,1,128102,HSD3BP4,"3288, DAXX, HSD3BP4, LOC128102"
2,4,50,2,,,"206227, LOC206227"
2,4,50,2,89837,ULK4P3,FAM7A3
2,31,6.5,2,79187,FSD1,"ENSG00000105255, FSD1, NM_024333"
2,26,7.7,2,5669,PSG1,"ENSG00000131113, NM_006905, PRKDC, PSG1"
2,37,5.4,2,2173,FABP7,"ENSG00000164434, ESD, FABP7, NM_001446, NM_001446.3"
2,16,12.5,3,143872,ARHGAP42,"285101, 338734, 83935, AD031, AP000872.5-1, ENSG00000165895, FLJ32810, LOC285101, LOC338734, NM_032021, TMEM133, XM_210411, XM_290547, XM_370651"
2,12,16.7,1,440603,BCL2L15,"BCL2L15, C1orf178, ENSG00000188761, FLJ22588, c1orf178"
2,10,20,1,,,"LOC389813, LOC389814, XM_372160"
2,13,15.4,1,768211,RELL1,"284001, CCDC57, ENSG00000181826, RELL1"
2,34,5.9,2,23,ABCF1,"ABCF1, AUH, ENSG00000137335, NM_001090"
2,4,50,2,,,"728055, LOC728055"
2,7,28.6,3,53344,CHIC1,CHIC1
2,2,100,2,401777,LOC401777,"LOC401777, XR_017046"
2,27,7.4,2,55831,EMC3,"401052, ENSG00000125037, LOC401052, LOC55831, NM_001008737, NM_018447, TMEM111, XM_379175"
2,10,20,2,643904,RNF222,"ENSG00000189051, LOC643904, RNF222"
2,4,50,2,441876,RPS16P1,LOC441876
2,14,14.3,5,643641,ZNF862,"23145, KIAA0543, LOC643641, SSPO, XM_376720, ZNF862"
2,7,28.6,2,392843,IQCA1L,"346545, LOC346545, LOC392843, XM_294261, XM_374586"
2,3,66.7,1,,,LOC100288657
2,4,50,2,,,"732028, LOC732028"
2,3,66.7,1,645142,PPIAL4D,PPIAL4D
2,5,40,1,,,LOC285401
2,29,6.9,3,79066,METTL16,"ENSG00000127804, METT10D, METTL16, MGC3329, NM_024086"
2,3,66.7,3,388621,RPL21P20,LOC388621
2,7,28.6,1,400617,KCNJ2-AS1,FLJ36644
2,4,50,2,,,"730987, LOC730987"
2,6,33.3,1,101927503,LOC101927503,"338731, LOC338731, XM_294688"
2,4,50,1,,,"ENSG00000196089, LOC441377"
2,10,20,2,,,"LOC389232, XM_374090"
2,13,15.4,1,390243,IZUMO1R,"FOLR4, LOC390243, NM_001080486.1, XM_372428"
2,3,66.7,1,,,LOC729706
2,7,28.6,3,,,"652591, LOC652591"
2,32,6.2,3,84765,ZNF577,"ENSG00000161551, NM_032679, ZNF577"
2,4,50,2,389217,SETP20,LOC389217
2,3,66.7,1,,,LOC100505648
2,28,7.1,2,9662,CEP135,"80076, CEP135, ENSG00000174799, FLJ13621, KIAA0635, NM_025009, cep135"
2,14,14.3,1,2790,GNG10,"GNG10, MET, NM_001017998"
2,7,28.6,2,,,"393078, LOC393078, tcag7.1023"
2,19,10.5,2,148418,SAMD13,"LOC148418, NM_001010971, SAMD13, XM_086188"
2,11,18.2,1,387266,KRTAP5-3,"ENSG00000196224, KRTAP5-3, KRTAP5-5"
2,13,15.4,1,146822,CDRT15,"388337, CDRT15, ENSG00000141028, LOC146822, LOC388337, XM_371018"
2,6,33.3,1,,,ENPP6
2,6,33.3,1,,,GNPAT
2,26,7.7,2,750,GAS8-AS1,"C16ORF3, C16orf3, ENSG00000183591, NM_001214, PLCB3"
2,4,50,2,,,"ENSG00000182457, FLJ20618"
2,6,33.3,2,730129,LOC730129,"402148, LOC402148, LOC730129"
2,25,8,2,390053,OR52A4P,"NM_001005222, OR52A4"
2,3,66.7,1,644591,PPIAL4G,PPIAL4G
2,27,7.4,2,115948,CCDC151,"CCDC151, ENSG00000198003, MGC20983, NM_145045"
2,29,6.9,2,79724,ZNF768,"ENSG00000169957, FLJ23436, NM_024671, ZNF768"
2,24,8.3,2,388407,C17orf82,"C17orf82, ENSG00000187013, LOC388407, NM_203425"
